Ticker,Benefit Category,Benefit Description,desc_lower,cat_lower,Screen,IconName
PAYX,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
PAYX,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
PAYX,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
PAYX,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
PAYX,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
PAYX,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
PAYX,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
PAYX,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
PAYX,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
PAYX,Home,Adoption Assistance,adoption assistance,home,office,child3
PAYX,Home,Fertility Assistance,fertility assistance,home,office,child3
PAYX,Home,Remote Work,remote work,home,other,
PAYX,Home,Bereavement Leave,bereavement leave,home,other,
PAYX,Home,Military Leave,military leave,home,other,
PAYX,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
PAYX,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
PAYX,Financial & Retirement,"401k $4,800","401k $4,800",financial & retirement,office,roth3
PAYX,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
PAYX,Other,Volunteer Time Off,volunteer time off,other,other,
BKR,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
BKR,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
BKR,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement,gym / wellness reimbursement,"insurance, health, & wellness",office,gym1
BKR,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
BKR,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
BKR,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
BKR,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child1
BKR,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
BKR,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
BKR,Home,Remote Work,remote work,home,other,
BKR,Home,Military Leave,military leave,home,other,
BKR,Financial & Retirement,401k,401k,financial & retirement,office,roth1
MRVL,Unique To Marvell,2nd.MD,2nd.md,unique to marvell,unique,
MRVL,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
MRVL,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
MRVL,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
MRVL,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
MRVL,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym2
MRVL,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym2
MRVL,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
MRVL,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
MRVL,"Insurance, Health, & Wellness",Health Savings Account (HSA) $500,health savings account (hsa) $500,"insurance, health, & wellness",other,
MRVL,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
MRVL,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
MRVL,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
MRVL,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
MRVL,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
MRVL,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
MRVL,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
MRVL,Home,On-Site Car Wash / Detailing,on-site car wash / detailing,home,other,
MRVL,Home,On-Site Laundry,on-site laundry,home,other,
MRVL,Home,Fertility Assistance,fertility assistance,home,office,child3
MRVL,Home,Adoption Assistance,adoption assistance,home,office,child3
MRVL,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
MRVL,Financial & Retirement,"401k $11,000","401k $11,000",financial & retirement,office,roth3
MRVL,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
MRVL,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
MRVL,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
MRVL,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
MRVL,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
MRVL,Other,Employee Referral Program,employee referral program,other,other,
WDAY,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
WDAY,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
WDAY,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
WDAY,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement $600,gym / wellness reimbursement $600,"insurance, health, & wellness",office,gym3
WDAY,"Insurance, Health, & Wellness","Health Savings Account (HSA) $1,125","health savings account (hsa) $1,125","insurance, health, & wellness",other,
WDAY,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
WDAY,"Insurance, Health, & Wellness",Pet Insurance,pet insurance,"insurance, health, & wellness",insurance,PET INSURANCE
WDAY,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
WDAY,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
WDAY,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
WDAY,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
WDAY,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
WDAY,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
WDAY,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym3
WDAY,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
WDAY,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
WDAY,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
WDAY,"Insurance, Health, & Wellness","Free Breakfast $2,600","free breakfast $2,600","insurance, health, & wellness",food,breakfast
WDAY,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
WDAY,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
WDAY,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym3
WDAY,Home,Adoption Assistance,adoption assistance,home,office,child3
WDAY,Home,Immigration Assistance,immigration assistance,home,other,
WDAY,Home,Military Leave,military leave,home,other,
WDAY,Home,Remote Work,remote work,home,other,
WDAY,Financial & Retirement,"401k $3,600","401k $3,600",financial & retirement,office,roth3
WDAY,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
WDAY,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
WDAY,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
WDAY,Financial & Retirement,Mega Backdoor Roth,mega backdoor roth,financial & retirement,office,roth3
WDAY,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
WDAY,Transportation,Bikes on Campus,bikes on campus,transportation,transportation,bike
WDAY,Transportation,Regional transit system,regional transit system,transportation,transportation,transit
WDAY,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
WDAY,Other,Donation Match,donation match,other,other,
WDAY,Other,Pet Friendly Workplace,pet friendly workplace,other,office,pet friendly WORKPLACE
WDAY,Other,Back up Child Care,back up child care,other,other,
WDAY,Other,Volunteer Time Off,volunteer time off,other,other,
QCOM,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
QCOM,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
QCOM,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
QCOM,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
QCOM,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym3
QCOM,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym3
QCOM,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
QCOM,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
QCOM,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
QCOM,"Insurance, Health, & Wellness",Health Savings Account (HSA) $750,health savings account (hsa) $750,"insurance, health, & wellness",other,
QCOM,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
QCOM,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
QCOM,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
QCOM,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
QCOM,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
QCOM,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
QCOM,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
QCOM,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym3
QCOM,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
QCOM,"Insurance, Health, & Wellness","Free Breakfast $2,600","free breakfast $2,600","insurance, health, & wellness",food,breakfast
QCOM,"Insurance, Health, & Wellness","Free Lunch $2,600","free lunch $2,600","insurance, health, & wellness",food,lunch
QCOM,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
QCOM,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement $600,gym / wellness reimbursement $600,"insurance, health, & wellness",office,gym3
QCOM,Home,Adoption Assistance,adoption assistance,home,office,child3
QCOM,Home,Fertility Assistance,fertility assistance,home,office,child3
QCOM,Home,Immigration Assistance,immigration assistance,home,other,
QCOM,Home,Phone Bill Reimbursement,phone bill reimbursement,home,office,phone1
QCOM,Home,Relocation Bonus,relocation bonus,home,other,
QCOM,Home,Remote Work,remote work,home,other,
QCOM,Financial & Retirement,Mega Backdoor Roth,mega backdoor roth,financial & retirement,office,roth3
QCOM,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
QCOM,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
QCOM,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
QCOM,Financial & Retirement,"401k $1,500","401k $1,500",financial & retirement,office,roth3
QCOM,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
QCOM,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
QCOM,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
QCOM,Transportation,Company Shuttle,company shuttle,transportation,transportation,shuttle
QCOM,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
QCOM,Other,Volunteer Time Off,volunteer time off,other,other,
QCOM,Other,Donation Match,donation match,other,other,
ORLY,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
ORLY,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
ORLY,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
ORLY,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
ORLY,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child1
ORLY,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
ORLY,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym1
ORLY,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
ORLY,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
ORLY,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
ORLY,Home,Remote Work,remote work,home,other,
ORLY,Financial & Retirement,401k,401k,financial & retirement,office,roth3
ORLY,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
ORLY,Financial & Retirement,Student Loan Repayment Plan,student loan repayment plan,financial & retirement,other,
ORLY,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
ORLY,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
ORLY,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
ORLY,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
ORLY,Other,Volunteer Time Off,volunteer time off,other,other,
AEP,Home,Military Leave,military leave,home,other,
APP,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
APP,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
APP,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
APP,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
APP,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
APP,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym1
APP,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
APP,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
APP,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
APP,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
APP,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
APP,"Insurance, Health, & Wellness","Free Lunch $2,600","free lunch $2,600","insurance, health, & wellness",food,lunch
APP,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
APP,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
APP,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
APP,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
APP,Home,Adoption Assistance,adoption assistance,home,office,child3
APP,Home,Fertility Assistance,fertility assistance,home,office,child3
APP,Home,Phone Bill Reimbursement,phone bill reimbursement,home,office,phone1
APP,Home,Remote Work,remote work,home,other,
APP,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth2
APP,Financial & Retirement,"401k $4,200","401k $4,200",financial & retirement,office,roth2
APP,Other,Donation Match,donation match,other,other,
APP,Other,Referral Bonus,referral bonus,other,other,
APP,Other,Volunteer Time Off,volunteer time off,other,other,
DASH,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
DASH,"Insurance, Health, & Wellness","Free Dinner $2,600","free dinner $2,600","insurance, health, & wellness",food,dinner
DASH,"Insurance, Health, & Wellness","Free Lunch $2,600","free lunch $2,600","insurance, health, & wellness",food,lunch
DASH,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement $900,gym / wellness reimbursement $900,"insurance, health, & wellness",office,gym2
DASH,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
DASH,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
DASH,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
DASH,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
DASH,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym2
DASH,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
DASH,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
DASH,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
DASH,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
DASH,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
DASH,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
DASH,"Insurance, Health, & Wellness",Pet Insurance,pet insurance,"insurance, health, & wellness",insurance,PET INSURANCE
DASH,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
DASH,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
DASH,Home,Relocation Bonus,relocation bonus,home,other,
DASH,Home,Fertility Assistance,fertility assistance,home,office,child3
DASH,Home,Remote Work,remote work,home,other,
DASH,Financial & Retirement,401k,401k,financial & retirement,office,roth2
DASH,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth2
DASH,Perks & Discounts,Employee Credit $120,employee credit $120,perks & discounts,other,
DASH,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
DASH,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
DASH,Transportation,Regional transit system,regional transit system,transportation,transportation,transit
DASH,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
DASH,Other,Pet Friendly Workplace,pet friendly workplace,other,office,pet friendly WORKPLACE
DASH,Other,Quarterly team offsites,quarterly team offsites,other,other,
GOOGL,Unique To Google,Fertility Assistance,fertility assistance,unique to google,unique,
GOOGL,Unique To Google,Baby Bonding Bucks,baby bonding bucks,unique to google,unique,
GOOGL,Unique To Google,Travel Insurance,travel insurance,unique to google,unique,
GOOGL,Unique To Google,On-site Massage,on-site massage,unique to google,unique,
GOOGL,Unique To Google,At Home COVID Test Kits,at home covid test kits,unique to google,unique,
GOOGL,"Insurance, Health, & Wellness","Free Lunch $2,600","free lunch $2,600","insurance, health, & wellness",food,lunch
GOOGL,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
GOOGL,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
GOOGL,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
GOOGL,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
GOOGL,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
GOOGL,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
GOOGL,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
GOOGL,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
GOOGL,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
GOOGL,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
GOOGL,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
GOOGL,"Insurance, Health, & Wellness","Health Savings Account (HSA) $1,000","health savings account (hsa) $1,000","insurance, health, & wellness",other,
GOOGL,"Insurance, Health, & Wellness","Free Breakfast $2,600","free breakfast $2,600","insurance, health, & wellness",food,breakfast
GOOGL,"Insurance, Health, & Wellness","Free Dinner $2,600","free dinner $2,600","insurance, health, & wellness",food,dinner
GOOGL,"Insurance, Health, & Wellness",Gender Neutral Bathrooms,gender neutral bathrooms,"insurance, health, & wellness",other,
GOOGL,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
GOOGL,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
GOOGL,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
GOOGL,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
GOOGL,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym3
GOOGL,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym3
GOOGL,"Insurance, Health, & Wellness",Sabbatical,sabbatical,"insurance, health, & wellness",other,
GOOGL,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement,gym / wellness reimbursement,"insurance, health, & wellness",office,gym3
GOOGL,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
GOOGL,Home,On-Site Laundry,on-site laundry,home,other,
GOOGL,Home,Phone Bill Reimbursement $840,phone bill reimbursement $840,home,office,phone1
GOOGL,Home,Surrogacy Assistance,surrogacy assistance,home,other,
GOOGL,Home,Adoption Assistance,adoption assistance,home,office,child3
GOOGL,Home,Remote Work,remote work,home,other,
GOOGL,Home,Military Leave,military leave,home,other,
GOOGL,Home,Relocation Bonus,relocation bonus,home,other,
GOOGL,Home,Business Travel Insurance,business travel insurance,home,insurance,business travel
GOOGL,Home,Immigration Assistance,immigration assistance,home,other,
GOOGL,Home,Bereavement Leave,bereavement leave,home,other,
GOOGL,Financial & Retirement,Student Loan Repayment Plan,student loan repayment plan,financial & retirement,other,
GOOGL,Financial & Retirement,"401k $9,750","401k $9,750",financial & retirement,office,roth3
GOOGL,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
GOOGL,Financial & Retirement,Mega Backdoor Roth,mega backdoor roth,financial & retirement,office,roth3
GOOGL,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
GOOGL,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
GOOGL,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
GOOGL,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
GOOGL,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
GOOGL,Transportation,Company Shuttle,company shuttle,transportation,transportation,shuttle
GOOGL,Transportation,Regional transit system,regional transit system,transportation,transportation,transit
GOOGL,Transportation,Bikes on Campus,bikes on campus,transportation,transportation,bike
GOOGL,Other,Donation Match,donation match,other,other,
GOOGL,Other,Volunteer Time Off,volunteer time off,other,other,
GOOGL,Other,Accident Insurance,accident insurance,other,insurance,insurance
GOOGL,Other,Caregiver Leave,caregiver leave,other,other,
GOOGL,Other,Pet Friendly Workplace,pet friendly workplace,other,office,pet friendly WORKPLACE
MSFT,Unique To Microsoft,Transport allowance,transport allowance,unique to microsoft,unique,
MSFT,Unique To Microsoft,Childcare / Babysitting Reimbursement,childcare / babysitting reimbursement,unique to microsoft,unique,
MSFT,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
MSFT,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
MSFT,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
MSFT,"Insurance, Health, & Wellness",Sabbatical,sabbatical,"insurance, health, & wellness",other,
MSFT,"Insurance, Health, & Wellness","Gym / Wellness Reimbursement $1,500","gym / wellness reimbursement $1,500","insurance, health, & wellness",office,gym3
MSFT,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
MSFT,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
MSFT,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
MSFT,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
MSFT,"Insurance, Health, & Wellness","Health Savings Account (HSA) $1,000","health savings account (hsa) $1,000","insurance, health, & wellness",other,
MSFT,"Insurance, Health, & Wellness",Free Breakfast,free breakfast,"insurance, health, & wellness",food,breakfast
MSFT,"Insurance, Health, & Wellness",Free Lunch,free lunch,"insurance, health, & wellness",food,lunch
MSFT,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
MSFT,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
MSFT,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
MSFT,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
MSFT,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
MSFT,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
MSFT,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
MSFT,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
MSFT,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym3
MSFT,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
MSFT,"Insurance, Health, & Wellness",Gender Neutral Bathrooms,gender neutral bathrooms,"insurance, health, & wellness",other,
